"Name","type","gene","organ","mouse_index","median_FC","class","target","group"
"Derl1","unknown","Derl1","29-B cell","391",0.00944553483807654,FALSE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","29-B cell","385",0.0472012102874433,FALSE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","29-B cell","8",0.0663948747815958,FALSE,"Derl1","Derl1Derl1"
"NC6","control","NC","29-B cell","385",0.576722640416908,FALSE,"Derl1","Derl1NC"
"NC7","control","NC","29-B cell","391",0.583355285821395,FALSE,"Derl1","Derl1NC"
"NC3","control","NC","29-B cell","391",0.626258589295069,FALSE,"Derl1","Derl1NC"
"NC1","control","NC","29-B cell","391",0.651803529260309,FALSE,"Derl1","Derl1NC"
"NC6","control","NC","29-B cell","8",0.734077006117308,FALSE,"Derl1","Derl1NC"
"NC1","control","NC","29-B cell","8",0.746958338453976,FALSE,"Derl1","Derl1NC"
"NC3","control","NC","29-B cell","8",0.792094861660079,FALSE,"Derl1","Derl1NC"
"NC7","control","NC","29-B cell","385",0.891449363250455,FALSE,"Derl1","Derl1NC"
"NC4","control","NC","29-B cell","8",0.931873479318735,FALSE,"Derl1","Derl1NC"
"NC2","control","NC","29-B cell","8",0.939299513897545,FALSE,"Derl1","Derl1NC"
"NC2","control","NC","29-B cell","385",0.958453311394488,FALSE,"Derl1","Derl1NC"
"NC1","control","NC","29-B cell","385",1.01104613385315,FALSE,"Derl1","Derl1NC"
"NC5","control","NC","29-B cell","8",1.02569832402235,FALSE,"Derl1","Derl1NC"
"NC6","control","NC","29-B cell","391",1.06088563394879,FALSE,"Derl1","Derl1NC"
"NC3","control","NC","29-B cell","385",1.08630393996248,FALSE,"Derl1","Derl1NC"
"NC4","control","NC","29-B cell","385",1.14703765891101,FALSE,"Derl1","Derl1NC"
"NC4","control","NC","29-B cell","391",1.1875941943147,FALSE,"Derl1","Derl1NC"
"NC8","control","NC","29-B cell","385",1.25567813108371,FALSE,"Derl1","Derl1NC"
"NC8","control","NC","29-B cell","391",1.28414081784634,FALSE,"Derl1","Derl1NC"
"NC7","control","NC","29-B cell","8",1.33420707732634,FALSE,"Derl1","Derl1NC"
"NC5","control","NC","29-B cell","391",1.46281046157811,FALSE,"Derl1","Derl1NC"
"NC2","control","NC","29-B cell","391",1.51603303396019,FALSE,"Derl1","Derl1NC"
"NC5","control","NC","29-B cell","385",1.67592149353758,FALSE,"Derl1","Derl1NC"
"NC8","control","NC","29-B cell","8",1.73557508597631,FALSE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","27-Spleen","391",0.281352235550709,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","10-Liver","391",0.289531079607415,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","26-LN","385",0.306807866868381,TRUE,"Derl1","Derl1Derl1"
"NC4","control","NC","31-CD4 effector/memory","391",0.343501326259947,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","28-Whole blood","391",0.343511450381679,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","33-CD8 na<U+00EF>ve","8",0.343521308652604,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","15-Epididymis","385",0.355824508320726,TRUE,"Derl1","Derl1Derl1"
"NC4","control","NC","32-CD4 na<U+00EF>ve","391",0.381962864721485,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","31-CD4 effector/memory","385",0.383902721482339,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","27-Spleen","391",0.396818752616157,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","31-CD4 effector/memory","391",0.41153483358038,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","19-Large intestine(basal layer)","391",0.414496314496314,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","30-Treg","385",0.41461293128443,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","25-CD8 central memory","8",0.416696653472472,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","25-CD8 central memory","385",0.418939166916392,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","33-CD8 na<U+00EF>ve","391",0.421320514633112,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","17-Crude tail","391",0.42396155166495,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","31-CD4 effector/memory","8",0.425459205467749,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","22-Small intestine(epithelium)","8",0.435619735258724,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","14-Oral mucosa","385",0.435703479576399,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","26-LN","391",0.436750272628135,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","11-mFat","385",0.437518910741301,TRUE,"Derl1","Derl1Derl1"
"NC4","control","NC","30-Treg","391",0.451221488832205,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","33-CD8 na<U+00EF>ve","8",0.45335085413929,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","25-CD8 central memory","391",0.458759020373832,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","20-Small intestine(basal layer)","385",0.462934947049924,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","31-CD4 effector/memory","391",0.463450725066588,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","32-CD4 na<U+00EF>ve","385",0.468381240544629,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","33-CD8 na<U+00EF>ve","385",0.468381240544629,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","15-Epididymis","8",0.469741853575963,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","33-CD8 na<U+00EF>ve","391",0.473738414006179,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","30-Treg","385",0.479666829985301,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","18-Tail epidermis","264",0.484750162232317,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","33-CD8 na<U+00EF>ve","391",0.487549696589245,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","31-CD4 effector/memory","391",0.488856412130069,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","09-Tongue","385",0.490166414523449,TRUE,"Derl1","Derl1Derl1"
"NC2","control","NC","30-Treg","391",0.496178456375442,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","32-CD4 na<U+00EF>ve","391",0.497188517312814,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","31-CD4 effector/memory","385",0.497428139183056,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","18-Tail epidermis","391",0.498909487459106,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","30-Treg","8",0.499786416061512,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","25-CD8 central memory","385",0.500190331176247,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","24-CD8 effector/memory","385",0.50103734439834,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","18-Tail epidermis","385",0.506505295007564,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","25-CD8 central memory","391",0.518842240544889,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","28-Whole blood","391",0.532440351611553,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","25-CD8 central memory","8",0.536312849162011,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","21-Large intestine(crude)","264",0.537367624810893,TRUE,"Derl1","Derl1Derl1"
"NC2","control","NC","33-CD8 na<U+00EF>ve","385",0.538050185109009,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","26-LN","264",0.53831628638867,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","17-Crude tail","385",0.544629349470499,TRUE,"Derl1","Derl1Derl1"
"NC3","control","NC","26-LN","391",0.550020929259104,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","30-Treg","8",0.554356206630686,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","14-Oral mucosa","391",0.559229803264964,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","12-Ear lobe","391",0.562704471101418,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","30-Treg","391",0.56300107681107,TRUE,"Derl1","Derl1Derl1"
"NC6","control","NC","26-LN","8",0.567441860465116,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","27-Spleen","8",0.567850902737333,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","27-Spleen","385",0.568229954614221,TRUE,"Derl1","Derl1Derl1"
"NC2","control","NC","31-CD4 effector/memory","391",0.568503937007874,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","22-Small intestine(epithelium)","385",0.571860816944024,TRUE,"Derl1","Derl1Derl1"
"NC3","control","NC","33-CD8 na<U+00EF>ve","391",0.580133175225759,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","27-Spleen","391",0.580237741456166,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","20-Small intestine(basal layer)","391",0.583620131970501,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","27-Spleen","385",0.5836711059641,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","32-CD4 na<U+00EF>ve","385",0.584121760592349,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","26-LN","385",0.585408222350898,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","30-Treg","385",0.592233009708738,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","24-CD8 effector/memory","385",0.592665143105887,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","24-CD8 effector/memory","391",0.595229416180382,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","20-Small intestine(basal layer)","391",0.597572190546257,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","18-Tail epidermis","391",0.602278355621595,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","25-CD8 central memory","8",0.618181818181818,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","27-Spleen","264",0.618502968003475,TRUE,"Derl1","Derl1Derl1"
"NC8","control","NC","20-Small intestine(basal layer)","385",0.619078520441272,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","08-Thyroid","385",0.620324731806321,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","21-Large intestine(crude)","391",0.624,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","08-Thyroid","391",0.624318969787023,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","05-Kidney","391",0.625101931455465,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","04-Eyeball","8",0.633990745316501,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","19-Large intestine(basal layer)","385",0.635400907715582,TRUE,"Derl1","Derl1Derl1"
"NC8","control","NC","09-Tongue","385",0.63659961064244,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","17-Crude tail","264",0.637220670391061,TRUE,"Derl1","Derl1Derl1"
"NC2","control","NC","07-pFat","8",0.639600249843848,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","19-Large intestine(basal layer)","391",0.639867572747865,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","32-CD4 na<U+00EF>ve","385",0.641975308641975,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","33-CD8 na<U+00EF>ve","385",0.646207295888825,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","18-Tail epidermis","391",0.651318543323566,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","33-CD8 na<U+00EF>ve","385",0.651397011046134,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","32-CD4 na<U+00EF>ve","385",0.651418645049218,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","24-CD8 effector/memory","8",0.653465346534653,TRUE,"Derl1","Derl1Derl1"
"NC3","control","NC","30-Treg","391",0.654884952020067,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","20-Small intestine(basal layer)","264",0.660816944024206,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","02-Cerebrum","391",0.662486368593239,TRUE,"Derl1","Derl1Derl1"
"NC2","control","NC","31-CD4 effector/memory","385",0.663924310983135,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","23-Large intestine(epithelium)","385",0.664879356568365,TRUE,"Derl1","Derl1Derl1"
"NC3","control","NC","19-Large intestine(basal layer)","8",0.666393106278211,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","07-pFat","8",0.66641957005189,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","04-Eyeball","391",0.677795937427037,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","14-Oral mucosa","8",0.678280207561156,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","12-Ear lobe","8",0.679654130638608,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","32-CD4 na<U+00EF>ve","8",0.682387818353322,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","23-Large intestine(epithelium)","8",0.682634730538922,TRUE,"Derl1","Derl1Derl1"
"NC2","control","NC","06-Lung","8",0.683544303797468,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","09-Tongue","8",0.685354691075515,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","14-Oral mucosa","391",0.686478454680535,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","18-Tail epidermis","8",0.688214329605506,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","26-LN","385",0.691073632250103,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","06-Lung","264",0.695811903012491,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","04-Eyeball","8",0.696353012290953,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","12-Ear lobe","391",0.697362913352867,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","30-Treg","385",0.698079167993208,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","05-Kidney","391",0.705966672639312,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","24-CD8 effector/memory","391",0.708335459272741,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","32-CD4 na<U+00EF>ve","391",0.709877375016844,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","01-Cerebellum","264",0.710480602200347,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","10-Liver","385",0.710865051903114,TRUE,"Derl1","Derl1Derl1"
"NC8","control","NC","21-Large intestine(crude)","264",0.712524334847502,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","04-Eyeball","8",0.713178294573643,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","20-Small intestine(basal layer)","391",0.713281628696074,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","02-Cerebrum","8",0.714467005076142,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","28-Whole blood","391",0.714957899950471,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","11-mFat","8",0.715111695137976,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","12-Ear lobe","385",0.715279878971256,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","17-Crude tail","391",0.715346902391918,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","20-Small intestine(basal layer)","391",0.715563808237677,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","27-Spleen","385",0.719045660222131,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","05-Kidney","8",0.720875348637631,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","25-CD8 central memory","385",0.720951509606587,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","06-Lung","391",0.721396731054978,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","31-CD4 effector/memory","8",0.723207401696222,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","20-Small intestine(basal layer)","264",0.724075197089145,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","30-Treg","385",0.724154573827987,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","01-Cerebellum","8",0.724158774934515,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","03-Heart","385",0.72420506164828,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","15-Epididymis","385",0.724377533294731,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","27-Spleen","264",0.726525580439696,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","15-Epididymis","385",0.727713765918739,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","27-Spleen","8",0.728278235221826,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","08-Thyroid","8",0.72835575639314,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","25-CD8 central memory","8",0.72859638905067,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","20-Small intestine(basal layer)","8",0.729241877256318,TRUE,"Derl1","Derl1Derl1"
"NC3","control","NC","16-Dorsal epidermis","8",0.734772552043177,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","26-LN","8",0.735099337748344,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","02-Cerebrum","385",0.735280038295835,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","03-Heart","8",0.735679038832868,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","08-Thyroid","391",0.736449670203614,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","23-Large intestine(epithelium)","8",0.737553944031677,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","26-LN","264",0.737885842386618,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","24-CD8 effector/memory","8",0.739623582201172,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","07-pFat","385",0.740596266369462,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","19-Large intestine(basal layer)","8",0.741452032666248,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","02-Cerebrum","8",0.742849680031344,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","06-Lung","264",0.746718962136069,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","14-Oral mucosa","391",0.747122427624695,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","30-Treg","8",0.747264535507402,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","32-CD4 na<U+00EF>ve","8",0.747650624466051,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","11-mFat","391",0.747673516867003,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","27-Spleen","264",0.748055350855646,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","07-pFat","385",0.748076688240322,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","20-Small intestine(basal layer)","8",0.748490945674044,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","12-Ear lobe","8",0.748540597912613,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","17-Crude tail","385",0.748697162709902,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","10-Liver","385",0.749126891734575,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","09-Tongue","8",0.750963762528913,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","33-CD8 na<U+00EF>ve","8",0.752003886324994,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","19-Large intestine(basal layer)","8",0.753587245349867,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","16-Dorsal epidermis","8",0.754131196795193,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","08-Thyroid","391",0.754290498116367,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","19-Large intestine(basal layer)","385",0.755645628257093,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","17-Crude tail","391",0.756179877770683,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","08-Thyroid","391",0.756598240469208,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","28-Whole blood","8",0.757688307829446,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","13-Dorsal skin dermis","8",0.758276077451593,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","10-Liver","385",0.758768318788078,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","09-Tongue","385",0.760460885385082,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","19-Large intestine(basal layer)","391",0.760699081335425,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","22-Small intestine(epithelium)","8",0.762350119904077,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","01-Cerebellum","264",0.764296520423601,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","31-CD4 effector/memory","385",0.765107212475634,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","26-LN","385",0.767381416504224,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","14-Oral mucosa","8",0.770768269831355,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","33-CD8 na<U+00EF>ve","385",0.771408011513552,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","07-pFat","8",0.77156867076026,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","27-Spleen","264",0.772870079467751,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","26-LN","264",0.773031008333959,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","06-Lung","8",0.773323053199692,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","07-pFat","391",0.773611327213319,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","25-CD8 central memory","391",0.774171437967016,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","23-Large intestine(epithelium)","385",0.774433935224993,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","12-Ear lobe","8",0.77789457876558,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","18-Tail epidermis","264",0.782450832072617,TRUE,"Derl1","Derl1Derl1"
"NC8","control","NC","22-Small intestine(epithelium)","385",0.782608695652174,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","14-Oral mucosa","385",0.78343949044586,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","13-Dorsal skin dermis","8",0.78650852483321,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","01-Cerebellum","391",0.786940142318962,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","14-Oral mucosa","391",0.788440567066521,TRUE,"Derl1","Derl1Derl1"
"NC3","control","NC","18-Tail epidermis","8",0.788932806324111,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","33-CD8 na<U+00EF>ve","8",0.791537439078423,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","01-Cerebellum","264",0.792995922283521,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","01-Cerebellum","8",0.79328165374677,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","16-Dorsal epidermis","8",0.793606522205535,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","08-Thyroid","8",0.794784800310198,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","13-Dorsal skin dermis","385",0.795599305153445,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","03-Heart","8",0.797482837528604,TRUE,"Derl1","Derl1NC"
"NC8","control","NC","17-Crude tail","264",0.798645688109938,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","05-Kidney","8",0.799471935175491,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","30-Treg","391",0.800756307422385,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","03-Heart","391",0.803606378541406,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","01-Cerebellum","385",0.804123711340206,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","31-CD4 effector/memory","8",0.804548380175928,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","11-mFat","391",0.804611276573893,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","11-mFat","8",0.804805987788064,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","26-LN","391",0.808073303615651,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","22-Small intestine(epithelium)","8",0.808182427900738,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","01-Cerebellum","391",0.809806835066865,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","23-Large intestine(epithelium)","385",0.810424758802155,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","11-mFat","385",0.812970469021424,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","15-Epididymis","264",0.813220133414191,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","21-Large intestine(crude)","264",0.813220133414191,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","33-CD8 na<U+00EF>ve","8",0.816595579682047,TRUE,"Derl1","Derl1Derl1"
"Derl1","unknown","Derl1","03-Heart","385",0.816944024205749,TRUE,"Derl1","Derl1Derl1"
"NC3","control","NC","05-Kidney","8",0.817270624518119,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","18-Tail epidermis","8",0.817705299941759,TRUE,"Derl1","Derl1Derl1"
"NC1","control","NC","21-Large intestine(crude)","391",0.820506329113924,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","02-Cerebrum","8",0.820697954271961,TRUE,"Derl1","Derl1Derl1"
"NC5","control","NC","31-CD4 effector/memory","8",0.821349147516679,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","08-Thyroid","385",0.822236943800375,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","01-Cerebellum","264",0.822316555488175,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","26-LN","8",0.823557349798148,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","20-Small intestine(basal layer)","8",0.824460431654676,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","10-Liver","391",0.825449979070741,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","07-pFat","391",0.826768488745981,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","27-Spleen","8",0.827667984189723,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","14-Oral mucosa","385",0.827774408732565,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","11-mFat","8",0.828754984492689,TRUE,"Derl1","Derl1NC"
"NC6","control","NC","28-Whole blood","391",0.829123328380386,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","01-Cerebellum","391",0.829334787350055,TRUE,"Derl1","Derl1Derl1"
"NC7","control","NC","12-Ear lobe","391",0.83083362399721,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","02-Cerebrum","385",0.831412977562159,TRUE,"Derl1","Derl1NC"
"Derl1","unknown","Derl1","15-Epididymis","264",0.831467473524962,TRUE,"Derl1","Derl1Derl1"
"NC5","control","NC","02-Cerebrum","8",0.832095096582467,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","07-pFat","385",0.83259144571318,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","17-Crude tail","264",0.833019223520543,TRUE,"Derl1","Derl1NC"
"NC2","control","NC","27-Spleen","8",0.834600523494952,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","27-Spleen","264",0.834667922750824,TRUE,"Derl1","Derl1NC"
"NC7","control","NC","28-Whole blood","8",0.83477508650519,TRUE,"Derl1","Derl1NC"
"NC3","control","NC","03-Heart","8",0.835774865073246,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","09-Tongue","391",0.83881529021487,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","19-Large intestine(basal layer)","391",0.840106849837817,TRUE,"Derl1","Derl1NC"
"NC1","control","NC","10-Liver","391",0.841258048538881,TRUE,"Derl1","Derl1NC"
"NC4","control","NC","05-Kidney","8",0.844393592677345,TRUE,"Derl1","Derl1NC"
"NC5","control","NC","28-Whole blood","8",0.845471287460238,TRUE,"Derl1","Derl1NC"
