"Name","type","organ","median_FC","mouse_index"
"32-Fth1","unknown","36-Pachytene/Diplotene",0.0931034482758621,"264"
"70-Hsp90ab1","unknown","36-Pachytene/Diplotene",0.00511218403862539,"264"
"02-Morf4l2","unknown","36-Pachytene/Diplotene",1.09276944065484,"264"
"55-Ppp2r1a","unknown","36-Pachytene/Diplotene",0.424747174301011,"264"
"50-Ptma","unknown","36-Pachytene/Diplotene",0.189078662496993,"264"
"69-Strap","unknown","36-Pachytene/Diplotene",0.00793021411578113,"264"
"35-Tsc2","unknown","36-Pachytene/Diplotene",0.0347551342812006,"264"
"61-Ythdc1","unknown","36-Pachytene/Diplotene",0.0457906033865967,"264"
"01-NC6","control","36-Pachytene/Diplotene",0.979733642154024,"264"
"10-Atg13","unknown","36-Pachytene/Diplotene",0.25968882602546,"264"
"21-Derl1","unknown","36-Pachytene/Diplotene",0.0671709531013616,"264"
"17-Ggnbp2","unknown","36-Pachytene/Diplotene",0.139135413684512,"264"
"97-Hspa9","unknown","36-Pachytene/Diplotene",0.00557620817843866,"264"
"11-Mov10","unknown","36-Pachytene/Diplotene",0.00203183203521842,"264"
"41-Ppp6c","unknown","36-Pachytene/Diplotene",0.0371948857032158,"264"
"40-Rere","unknown","36-Pachytene/Diplotene",0.00742115027829314,"264"
"59-Tardbp","unknown","36-Pachytene/Diplotene",0.00677200902934537,"264"
"33-Tsg101","unknown","36-Pachytene/Diplotene",0.108173076923077,"264"
"18-Zfp110","unknown","36-Pachytene/Diplotene",0.423379769836463,"264"
"03-NC7","control","36-Pachytene/Diplotene",0.642207398423287,"264"
"60-Brd4","unknown","36-Pachytene/Diplotene",0.00483740929857565,"264"
"45-Dhx30","unknown","36-Pachytene/Diplotene",0.0107060922763191,"264"
"72-Gnl3","unknown","36-Pachytene/Diplotene",0.00590938936309915,"264"
"93-Hspd1","unknown","36-Pachytene/Diplotene",0.00586080586080586,"264"
"87-Nsrp1","unknown","36-Pachytene/Diplotene",0.136904761904762,"264"
"20-Prkaca","unknown","36-Pachytene/Diplotene",0.179254783484391,"264"
