Name,type,organ,mouse_index,median_FC
Ythdc1-1,unknown,02-Cerebellum central part,J111,0.751718119
Tgs1,unknown,02-Cerebellum central part,J111,0.413981612
Mettl3-1,unknown,02-Cerebellum central part,J111,1.118755891
Alkbh3-2,unknown,02-Cerebellum central part,J111,0.895151907
NC5,control,02-Cerebellum central part,J111,0.919163563
Ythdf1-2,unknown,02-Cerebellum central part,J111,1.081009995
Mettl1,unknown,02-Cerebellum central part,J111,0.833564346
Fto-1,unknown,02-Cerebellum central part,J111,0.478883883
Nfs1,unknown,02-Cerebellum central part,J111,0.133544554
Gon7-1,unknown,02-Cerebellum central part,J111,0.099115756
Cmtr1,unknown,02-Cerebellum central part,J111,0.692855502
Bcdin3d,unknown,02-Cerebellum central part,J111,0.623401535
Txn1,unknown,02-Cerebellum central part,J111,0.869039969
NC6,control,02-Cerebellum central part,J111,0.831313017
Mepce,unknown,02-Cerebellum central part,J111,0.17166162
Mettl2,unknown,02-Cerebellum central part,J111,0.909204239
Iscu,unknown,02-Cerebellum central part,J111,0.18974266
Trmt61b,unknown,02-Cerebellum central part,J111,1.146612201
Alkbh8,unknown,02-Cerebellum central part,J111,0.777435712
Mrm3,unknown,02-Cerebellum central part,J111,1.022540068
Elp1,unknown,02-Cerebellum central part,J111,0.719869928
Bud23,unknown,02-Cerebellum central part,J111,0.174138826
Hsd17b10,unknown,02-Cerebellum central part,J111,0.609024896
NC7,control,02-Cerebellum central part,J111,1.218169305
Adat3,unknown,02-Cerebellum central part,J111,1.04466967
Trdmt1,unknown,02-Cerebellum central part,J111,1.125872499
Gon7-2,unknown,02-Cerebellum central part,J111,1.009152815
Mettl6,unknown,02-Cerebellum central part,J111,0.845126631
Thumpd1,unknown,02-Cerebellum central part,J111,1.15950152
Wdr4,unknown,02-Cerebellum central part,J111,0.241152922
Alkbh5,unknown,02-Cerebellum central part,J111,0.954396505
Trmt61a,unknown,02-Cerebellum central part,J111,0.820512821
Trit1,unknown,02-Cerebellum central part,J111,0.819659816
NC8,control,02-Cerebellum central part,J111,0.989238649
Ythdc1-2,unknown,02-Cerebellum central part,J111,0.694800555
Tfb1m,unknown,02-Cerebellum central part,J111,0.920440801
Trmt6,unknown,02-Cerebellum central part,J111,0.192393736
Trmt10a,unknown,02-Cerebellum central part,J111,0.957321077
Pus3,unknown,02-Cerebellum central part,J111,0.880782604
Urm1,unknown,02-Cerebellum central part,J111,0.951576834
Alkbh3-1,unknown,02-Cerebellum central part,J111,0.932166937
Qtrt2,unknown,02-Cerebellum central part,J111,0.881086659
Mettl16,unknown,02-Cerebellum central part,J111,0.057967982
Snu13,unknown,03-Cerebellum flocculus,J111,1.718196848
Polr2a,positive control,03-Cerebellum flocculus,J111,0.542957119
