Name,type,organ,mouse_index,median_FC
Mettl3-1,unknown,28-Small intestine epithelium,J109,0.109867144
Alkbh3-2,unknown,28-Small intestine epithelium,J109,0.572448349
NC5,control,28-Small intestine epithelium,J109,0.685053629
Ythdf1-2,unknown,28-Small intestine epithelium,J109,0.605247102
Mettl1,unknown,28-Small intestine epithelium,J109,0.117916566
Fto-1,unknown,28-Small intestine epithelium,J109,0.643436211
Nfs1,unknown,28-Small intestine epithelium,J109,0.032342592
Gon7-1,unknown,28-Small intestine epithelium,J109,0.074200545
Cmtr1,unknown,28-Small intestine epithelium,J109,0.329951078
Bcdin3d,unknown,28-Small intestine epithelium,J109,0.708383091
Txn1,unknown,28-Small intestine epithelium,J109,0.032885623
NC6,control,28-Small intestine epithelium,J109,1.287923569
Mepce,unknown,28-Small intestine epithelium,J109,0.426403394
Mettl2,unknown,28-Small intestine epithelium,J109,0.763554556
Iscu,unknown,28-Small intestine epithelium,J109,0.0116546
Trmt61b,unknown,28-Small intestine epithelium,J109,0.75151063
Alkbh8,unknown,28-Small intestine epithelium,J109,1.026227166
Mrm3,unknown,28-Small intestine epithelium,J109,0.429609534
Elp1,unknown,28-Small intestine epithelium,J109,1.939697014
Bud23,unknown,28-Small intestine epithelium,J109,0.072279147
Hsd17b10,unknown,28-Small intestine epithelium,J109,0.009103937
NC7,control,28-Small intestine epithelium,J109,1.077833354
Adat3,unknown,28-Small intestine epithelium,J109,0.098577649
Trdmt1,unknown,28-Small intestine epithelium,J109,0.653251068
Gon7-2,unknown,28-Small intestine epithelium,J109,0.609493954
Mettl6,unknown,28-Small intestine epithelium,J109,0.496133938
Thumpd1,unknown,28-Small intestine epithelium,J109,0.560429722
Wdr4,unknown,28-Small intestine epithelium,J109,0.09295397
Alkbh5,unknown,28-Small intestine epithelium,J109,0.35942446
Trmt61a,unknown,28-Small intestine epithelium,J109,0.008402521
Trit1,unknown,28-Small intestine epithelium,J109,0.023361246
NC8,control,28-Small intestine epithelium,J109,1.06711189
Ythdc1-2,unknown,28-Small intestine epithelium,J109,0.80488987
Tfb1m,unknown,28-Small intestine epithelium,J109,0.077052632
Trmt6,unknown,28-Small intestine epithelium,J109,0.005682117
Trmt10a,unknown,28-Small intestine epithelium,J109,0.226598141
Pus3,unknown,28-Small intestine epithelium,J109,1.216537468
Urm1,unknown,28-Small intestine epithelium,J109,0.712074861
Alkbh3-1,unknown,28-Small intestine epithelium,J109,0.439320038
Qtrt2,unknown,28-Small intestine epithelium,J109,0.581021247
Mettl16,unknown,28-Small intestine epithelium,J109,0.014267274
Snu13,unknown,29-Large intestine epithelium,J111,0.388800349
Polr2a,positive control,29-Large intestine epithelium,J111,0.007043064
Trp53rkb,unknown,29-Large intestine epithelium,J111,0.669660219
Fbl,unknown,29-Large intestine epithelium,J111,0.090362286
Tyw5,unknown,29-Large intestine epithelium,J111,0.682384657
Trmu,unknown,29-Large intestine epithelium,J111,0.018500617
Ftsj1,unknown,29-Large intestine epithelium,J111,0.717587791
Mrm1,unknown,29-Large intestine epithelium,J111,0.665666267
NC1,control,29-Large intestine epithelium,J111,0.902173748
Cmtr2,unknown,29-Large intestine epithelium,J111,0.094807141
Ythdf1-1,unknown,29-Large intestine epithelium,J111,0.459589599
Fto-2,unknown,29-Large intestine epithelium,J111,0.621246961
Lage3,unknown,29-Large intestine epithelium,J111,0.49009484
Alkbh3-3,unknown,29-Large intestine epithelium,J111,0.750680468
Adat2,unknown,29-Large intestine epithelium,J111,0.331541178
Osgep,unknown,29-Large intestine epithelium,J111,0.001246296
Pus10,unknown,29-Large intestine epithelium,J111,0.386538668
Nsun2,unknown,29-Large intestine epithelium,J111,0.402732544
NC2,control,29-Large intestine epithelium,J111,0.732922639
Rnmt,unknown,29-Large intestine epithelium,J111,0.238571387
Pus7,unknown,29-Large intestine epithelium,J111,0.508337816
Mettl3-3,unknown,29-Large intestine epithelium,J111,0.206922617
Trmt5,unknown,29-Large intestine epithelium,J111,0.170784103
Mettl14,unknown,29-Large intestine epithelium,J111,0.114292829
Qtrt1,unknown,29-Large intestine epithelium,J111,0.667456707
Trmo,unknown,29-Large intestine epithelium,J111,0.653265961
Mrm2,unknown,29-Large intestine epithelium,J111,0.025156396
Dimt1,unknown,29-Large intestine epithelium,J111,0.076015636
NC3,control,29-Large intestine epithelium,J111,1.094264131
Nsun4,unknown,29-Large intestine epithelium,J111,0.056248334
Dcps,unknown,29-Large intestine epithelium,J111,0.40671259
Ctu1,unknown,29-Large intestine epithelium,J111,0.267197288
Trmt10c,unknown,29-Large intestine epithelium,J111,0.092501752
Mettl3-2,unknown,29-Large intestine epithelium,J111,0.172124429
Adat1,unknown,29-Large intestine epithelium,J111,0.681830539
Trp53rka,unknown,29-Large intestine epithelium,J111,0.667657087
Thg1l,unknown,29-Large intestine epithelium,J111,0.001939595
Cdkal1,unknown,29-Large intestine epithelium,J111,0.60968039
NC4,control,29-Large intestine epithelium,J111,0.990650064
Trmt10b,unknown,29-Large intestine epithelium,J111,0.778490669
Rpusd4,unknown,29-Large intestine epithelium,J111,0.10047934
Elp3,unknown,29-Large intestine epithelium,J111,0.292370441
Tprkb,unknown,29-Large intestine epithelium,J111,0.057144767
Trmt112,unknown,29-Large intestine epithelium,J111,0.027484731
Ythdc1-1,unknown,29-Large intestine epithelium,J111,0.472307972
Tgs1,unknown,29-Large intestine epithelium,J111,0.150472373
Mettl3-1,unknown,29-Large intestine epithelium,J111,0.402248699
Alkbh3-2,unknown,29-Large intestine epithelium,J111,0.778243269
NC5,control,29-Large intestine epithelium,J111,1.428210633
Ythdf1-2,unknown,29-Large intestine epithelium,J111,0.725772595
Mettl1,unknown,29-Large intestine epithelium,J111,0.041294783
Fto-1,unknown,29-Large intestine epithelium,J111,0.469381463
Nfs1,unknown,29-Large intestine epithelium,J111,0.005728555
Gon7-1,unknown,29-Large intestine epithelium,J111,0.0898698
Cmtr1,unknown,29-Large intestine epithelium,J111,0.017628205
Bcdin3d,unknown,29-Large intestine epithelium,J111,0.652818661
Txn1,unknown,29-Large intestine epithelium,J111,0.005700659
NC6,control,29-Large intestine epithelium,J111,1.217287772
Mepce,unknown,29-Large intestine epithelium,J111,0.233851918
Mettl2,unknown,29-Large intestine epithelium,J111,0.91681383
Iscu,unknown,29-Large intestine epithelium,J111,0.020823186
Trmt61b,unknown,29-Large intestine epithelium,J111,0.635699374
Alkbh8,unknown,29-Large intestine epithelium,J111,0.45837929
Mrm3,unknown,29-Large intestine epithelium,J111,0.517780939
Elp1,unknown,29-Large intestine epithelium,J111,0.23819812
Bud23,unknown,29-Large intestine epithelium,J111,0.05276623
Hsd17b10,unknown,29-Large intestine epithelium,J111,0.008254672
NC7,control,29-Large intestine epithelium,J111,0.880201855
Adat3,unknown,29-Large intestine epithelium,J111,0.124275166
Trdmt1,unknown,29-Large intestine epithelium,J111,0.442004118
Gon7-2,unknown,29-Large intestine epithelium,J111,0.437018376
Mettl6,unknown,29-Large intestine epithelium,J111,0.368744304
Thumpd1,unknown,29-Large intestine epithelium,J111,0.439426305
Wdr4,unknown,29-Large intestine epithelium,J111,0.086483879
Alkbh5,unknown,29-Large intestine epithelium,J111,0.691065662
Trmt61a,unknown,29-Large intestine epithelium,J111,0.00220095
Trit1,unknown,29-Large intestine epithelium,J111,0.008753647
NC8,control,29-Large intestine epithelium,J111,0.877014079
Ythdc1-2,unknown,29-Large intestine epithelium,J111,0.269584611
Tfb1m,unknown,29-Large intestine epithelium,J111,0.063102861
Trmt6,unknown,29-Large intestine epithelium,J111,0.034895744
Trmt10a,unknown,29-Large intestine epithelium,J111,0.570653753
Pus3,unknown,29-Large intestine epithelium,J111,0.298326004
Urm1,unknown,29-Large intestine epithelium,J111,0.159665974
Alkbh3-1,unknown,29-Large intestine epithelium,J111,0.550070167
Qtrt2,unknown,29-Large intestine epithelium,J111,0.678418348
Mettl16,unknown,29-Large intestine epithelium,J111,0.024585994
Snu13,unknown,28-Small intestine epithelium,J111,0.23460041
Polr2a,positive control,28-Small intestine epithelium,J111,0.0075055
Trp53rkb,unknown,28-Small intestine epithelium,J111,0.374081718
Fbl,unknown,28-Small intestine epithelium,J111,0.088309827
Tyw5,unknown,28-Small intestine epithelium,J111,0.423139174
Trmu,unknown,28-Small intestine epithelium,J111,0.011301752
Ftsj1,unknown,28-Small intestine epithelium,J111,0.519833848
Mrm1,unknown,28-Small intestine epithelium,J111,0.765684803
NC1,control,28-Small intestine epithelium,J111,0.678926033
Cmtr2,unknown,28-Small intestine epithelium,J111,0.178820626
Ythdf1-1,unknown,28-Small intestine epithelium,J111,0.409383713
Fto-2,unknown,28-Small intestine epithelium,J111,0.82849162
Lage3,unknown,28-Small intestine epithelium,J111,0.396958292
Alkbh3-3,unknown,28-Small intestine epithelium,J111,0.642202374
Adat2,unknown,28-Small intestine epithelium,J111,0.24
Osgep,unknown,28-Small intestine epithelium,J111,0.004574639
Pus10,unknown,28-Small intestine epithelium,J111,0.488963247
Nsun2,unknown,28-Small intestine epithelium,J111,0.650651207
NC2,control,28-Small intestine epithelium,J111,1.004001455
Rnmt,unknown,28-Small intestine epithelium,J111,0.317662725
Pus7,unknown,28-Small intestine epithelium,J111,1.099986827
Mettl3-3,unknown,28-Small intestine epithelium,J111,0.129407985
Trmt5,unknown,28-Small intestine epithelium,J111,0.364265744
Mettl14,unknown,28-Small intestine epithelium,J111,0.244019139
Qtrt1,unknown,28-Small intestine epithelium,J111,0.410280594
Trmo,unknown,28-Small intestine epithelium,J111,0.767225724
Mrm2,unknown,28-Small intestine epithelium,J111,0.018309535
Dimt1,unknown,28-Small intestine epithelium,J111,0.164415737
NC3,control,28-Small intestine epithelium,J111,0.79960473
Nsun4,unknown,28-Small intestine epithelium,J111,0.038173335
Dcps,unknown,28-Small intestine epithelium,J111,0.256589205
Ctu1,unknown,28-Small intestine epithelium,J111,0.587713743
Trmt10c,unknown,28-Small intestine epithelium,J111,0.105391884
Mettl3-2,unknown,28-Small intestine epithelium,J111,0.180715418
Adat1,unknown,28-Small intestine epithelium,J111,1.027580071
Trp53rka,unknown,28-Small intestine epithelium,J111,0.859277295
Thg1l,unknown,28-Small intestine epithelium,J111,0.001830704
Cdkal1,unknown,28-Small intestine epithelium,J111,0.577371489
NC4,control,28-Small intestine epithelium,J111,1.090787519
Trmt10b,unknown,28-Small intestine epithelium,J111,0.882705178
Rpusd4,unknown,28-Small intestine epithelium,J111,0.146684371
Elp3,unknown,28-Small intestine epithelium,J111,1.438102163
Tprkb,unknown,28-Small intestine epithelium,J111,0.117401939
Trmt112,unknown,28-Small intestine epithelium,J111,0.011385199
Ythdc1-1,unknown,28-Small intestine epithelium,J111,0.421376056
Tgs1,unknown,28-Small intestine epithelium,J111,0.140074062
Mettl3-1,unknown,28-Small intestine epithelium,J111,0.092863048
Alkbh3-2,unknown,28-Small intestine epithelium,J111,0.764070268
NC5,control,28-Small intestine epithelium,J111,0.876385417
Ythdf1-2,unknown,28-Small intestine epithelium,J111,0.586090747
Mettl1,unknown,28-Small intestine epithelium,J111,0.087965404
Fto-1,unknown,28-Small intestine epithelium,J111,0.825738785
Nfs1,unknown,28-Small intestine epithelium,J111,0.01041198
Gon7-1,unknown,28-Small intestine epithelium,J111,0.064710376
Cmtr1,unknown,28-Small intestine epithelium,J111,0.251482007
Bcdin3d,unknown,28-Small intestine epithelium,J111,0.805271529
Txn1,unknown,28-Small intestine epithelium,J111,0.015752839
NC6,control,28-Small intestine epithelium,J111,1.305256242
Mepce,unknown,28-Small intestine epithelium,J111,0.34519722
Mettl2,unknown,28-Small intestine epithelium,J111,1.083910579
Iscu,unknown,28-Small intestine epithelium,J111,0.010788456
Trmt61b,unknown,28-Small intestine epithelium,J111,0.839270982
Alkbh8,unknown,28-Small intestine epithelium,J111,0.802625743
Mrm3,unknown,28-Small intestine epithelium,J111,0.448941957
Elp1,unknown,28-Small intestine epithelium,J111,1.168944703
Bud23,unknown,28-Small intestine epithelium,J111,0.06160112
Hsd17b10,unknown,28-Small intestine epithelium,J111,0.00681302
NC7,control,28-Small intestine epithelium,J111,1.137362637
Adat3,unknown,28-Small intestine epithelium,J111,0.119094213
Trdmt1,unknown,28-Small intestine epithelium,J111,0.564966314
Gon7-2,unknown,28-Small intestine epithelium,J111,0.56260677
Mettl6,unknown,28-Small intestine epithelium,J111,0.558713538
Thumpd1,unknown,28-Small intestine epithelium,J111,0.518959677
Wdr4,unknown,28-Small intestine epithelium,J111,0.064044001
Alkbh5,unknown,28-Small intestine epithelium,J111,0.492516105
Trmt61a,unknown,28-Small intestine epithelium,J111,0.007439908
Trit1,unknown,28-Small intestine epithelium,J111,0.007040098
NC8,control,28-Small intestine epithelium,J111,1.116719243
Ythdc1-2,unknown,28-Small intestine epithelium,J111,0.672496025
Tfb1m,unknown,28-Small intestine epithelium,J111,0.047331965
Trmt6,unknown,28-Small intestine epithelium,J111,0.008635756
Trmt10a,unknown,28-Small intestine epithelium,J111,0.297811959
Pus3,unknown,28-Small intestine epithelium,J111,1.135670103
Urm1,unknown,28-Small intestine epithelium,J111,0.546282246
Alkbh3-1,unknown,28-Small intestine epithelium,J111,0.546722455
Qtrt2,unknown,28-Small intestine epithelium,J111,0.690391459
Mettl16,unknown,28-Small intestine epithelium,J111,0.011885391
Snu13,unknown,29-Large intestine epithelium,H339,0.506213768
Polr2a,positive control,29-Large intestine epithelium,H339,0.009410812
Trp53rkb,unknown,29-Large intestine epithelium,H339,0.315978657
Fbl,unknown,29-Large intestine epithelium,H339,0.088257901
Tyw5,unknown,29-Large intestine epithelium,H339,0.37121147
Trmu,unknown,29-Large intestine epithelium,H339,0.005020007
Ftsj1,unknown,29-Large intestine epithelium,H339,0.532162858
Mrm1,unknown,29-Large intestine epithelium,H339,0.617391839
NC1,control,29-Large intestine epithelium,H339,0.572664579
Cmtr2,unknown,29-Large intestine epithelium,H339,0.101551481
Ythdf1-1,unknown,29-Large intestine epithelium,H339,0.397693763
Fto-2,unknown,29-Large intestine epithelium,H339,1.179047619
Lage3,unknown,29-Large intestine epithelium,H339,0.365949702
Alkbh3-3,unknown,29-Large intestine epithelium,H339,0.506170594
Adat2,unknown,29-Large intestine epithelium,H339,0.303564309
Osgep,unknown,29-Large intestine epithelium,H339,0.002238342
Pus10,unknown,29-Large intestine epithelium,H339,0.773617477
Nsun2,unknown,29-Large intestine epithelium,H339,0.603946473
NC2,control,29-Large intestine epithelium,H339,1.250512085
Rnmt,unknown,29-Large intestine epithelium,H339,0.358666736
Pus7,unknown,29-Large intestine epithelium,H339,0.623762376
Mettl3-3,unknown,29-Large intestine epithelium,H339,0.19971927
Trmt5,unknown,29-Large intestine epithelium,H339,0.392164321
Mettl14,unknown,29-Large intestine epithelium,H339,0.277575205
Qtrt1,unknown,29-Large intestine epithelium,H339,0.470130754
Trmo,unknown,29-Large intestine epithelium,H339,1.006283048
Mrm2,unknown,29-Large intestine epithelium,H339,0.008294549
Dimt1,unknown,29-Large intestine epithelium,H339,0.09113142
NC3,control,29-Large intestine epithelium,H339,0.926458553
Nsun4,unknown,29-Large intestine epithelium,H339,0.030094251
Dcps,unknown,29-Large intestine epithelium,H339,0.246995192
Ctu1,unknown,29-Large intestine epithelium,H339,0.38488396
Trmt10c,unknown,29-Large intestine epithelium,H339,0.060556465
Mettl3-2,unknown,29-Large intestine epithelium,H339,0.12555457
Adat1,unknown,29-Large intestine epithelium,H339,0.8005499
Trp53rka,unknown,29-Large intestine epithelium,H339,0.458866143
Thg1l,unknown,29-Large intestine epithelium,H339,0.000873521
Cdkal1,unknown,29-Large intestine epithelium,H339,0.399388737
NC4,control,29-Large intestine epithelium,H339,0.954696951
Trmt10b,unknown,29-Large intestine epithelium,H339,0.497516472
Rpusd4,unknown,29-Large intestine epithelium,H339,0.244952894
Elp3,unknown,29-Large intestine epithelium,H339,0.421389847
Tprkb,unknown,29-Large intestine epithelium,H339,0.108904747
Trmt112,unknown,29-Large intestine epithelium,H339,0.056678732
Ythdc1-1,unknown,29-Large intestine epithelium,H339,0.285626061
Tgs1,unknown,29-Large intestine epithelium,H339,0.117624882
Mettl3-1,unknown,29-Large intestine epithelium,H339,0.11960713
Alkbh3-2,unknown,29-Large intestine epithelium,H339,0.500289519
NC5,control,29-Large intestine epithelium,H339,0.891590013
Ythdf1-2,unknown,29-Large intestine epithelium,H339,0.659964518
Mettl1,unknown,29-Large intestine epithelium,H339,0.084606345
Fto-1,unknown,29-Large intestine epithelium,H339,0.310698506
Nfs1,unknown,29-Large intestine epithelium,H339,0.015449583
Gon7-1,unknown,29-Large intestine epithelium,H339,0.015100671
Cmtr1,unknown,29-Large intestine epithelium,H339,0.086883622
Bcdin3d,unknown,29-Large intestine epithelium,H339,0.619042353
Txn1,unknown,29-Large intestine epithelium,H339,0.003934426
NC6,control,29-Large intestine epithelium,H339,1.376482021
Mepce,unknown,29-Large intestine epithelium,H339,0.244374437
Mettl2,unknown,29-Large intestine epithelium,H339,1.158671026
Iscu,unknown,29-Large intestine epithelium,H339,0.011691348
Trmt61b,unknown,29-Large intestine epithelium,H339,1.462607274
Alkbh8,unknown,29-Large intestine epithelium,H339,0.527589709
Mrm3,unknown,29-Large intestine epithelium,H339,0.333438466
Elp1,unknown,29-Large intestine epithelium,H339,0.458712324
Bud23,unknown,29-Large intestine epithelium,H339,0.069747267
Hsd17b10,unknown,29-Large intestine epithelium,H339,0.007352298
NC7,control,29-Large intestine epithelium,H339,1.251239776
Adat3,unknown,29-Large intestine epithelium,H339,0.113221933
Trdmt1,unknown,29-Large intestine epithelium,H339,0.858203185
Gon7-2,unknown,29-Large intestine epithelium,H339,0.682783019
Mettl6,unknown,29-Large intestine epithelium,H339,0.263899185
Thumpd1,unknown,29-Large intestine epithelium,H339,0.683837024
Wdr4,unknown,29-Large intestine epithelium,H339,0.090891659
Alkbh5,unknown,29-Large intestine epithelium,H339,0.343592099
Trmt61a,unknown,29-Large intestine epithelium,H339,0.011222116
Trit1,unknown,29-Large intestine epithelium,H339,0.006734694
NC8,control,29-Large intestine epithelium,H339,0.904328251
Ythdc1-2,unknown,29-Large intestine epithelium,H339,0.256132937
Tfb1m,unknown,29-Large intestine epithelium,H339,0.089209536
Trmt6,unknown,29-Large intestine epithelium,H339,0.005260466
Trmt10a,unknown,29-Large intestine epithelium,H339,0.388477236
Pus3,unknown,29-Large intestine epithelium,H339,1.070816472
Urm1,unknown,29-Large intestine epithelium,H339,0.297960882
Alkbh3-1,unknown,29-Large intestine epithelium,H339,0.397761699
Qtrt2,unknown,29-Large intestine epithelium,H339,0.487421254
Mettl16,unknown,29-Large intestine epithelium,H339,0.03154604
Snu13,unknown,28-Small intestine epithelium,H339,0.46825803
Polr2a,positive control,28-Small intestine epithelium,H339,0.021163384
Trp53rkb,unknown,28-Small intestine epithelium,H339,0.396037523
Fbl,unknown,28-Small intestine epithelium,H339,0.109867061
Tyw5,unknown,28-Small intestine epithelium,H339,0.547732495
Trmu,unknown,28-Small intestine epithelium,H339,0.010039755
Ftsj1,unknown,28-Small intestine epithelium,H339,0.779421928
Mrm1,unknown,28-Small intestine epithelium,H339,0.710836062
NC1,control,28-Small intestine epithelium,H339,0.925469778
Cmtr2,unknown,28-Small intestine epithelium,H339,0.193353254
Ythdf1-1,unknown,28-Small intestine epithelium,H339,0.457883945
Fto-2,unknown,28-Small intestine epithelium,H339,0.830914891
Lage3,unknown,28-Small intestine epithelium,H339,0.532941143
Alkbh3-3,unknown,28-Small intestine epithelium,H339,0.547288096
Adat2,unknown,28-Small intestine epithelium,H339,0.281070551
Osgep,unknown,28-Small intestine epithelium,H339,0.00421612
Pus10,unknown,28-Small intestine epithelium,H339,0.563034603
Nsun2,unknown,28-Small intestine epithelium,H339,0.713394393
NC2,control,28-Small intestine epithelium,H339,1.009656549
Rnmt,unknown,28-Small intestine epithelium,H339,0.390398234
Pus7,unknown,28-Small intestine epithelium,H339,0.549458356
Mettl3-3,unknown,28-Small intestine epithelium,H339,0.868734369
Trmt5,unknown,28-Small intestine epithelium,H339,0.363664365
Mettl14,unknown,28-Small intestine epithelium,H339,0.16585839
Qtrt1,unknown,28-Small intestine epithelium,H339,0.540202487
Trmo,unknown,28-Small intestine epithelium,H339,0.799101712
Mrm2,unknown,28-Small intestine epithelium,H339,0.02122979
Dimt1,unknown,28-Small intestine epithelium,H339,0.160790245
NC3,control,28-Small intestine epithelium,H339,1.919773673
Nsun4,unknown,28-Small intestine epithelium,H339,0.033491488
Dcps,unknown,28-Small intestine epithelium,H339,0.478136795
Ctu1,unknown,28-Small intestine epithelium,H339,0.57944403
Trmt10c,unknown,28-Small intestine epithelium,H339,0.082627388
Mettl3-2,unknown,28-Small intestine epithelium,H339,0.119811724
Adat1,unknown,28-Small intestine epithelium,H339,0.765759073
Trp53rka,unknown,28-Small intestine epithelium,H339,0.486842311
Thg1l,unknown,28-Small intestine epithelium,H339,0.001879123
Cdkal1,unknown,28-Small intestine epithelium,H339,0.738924972
NC4,control,28-Small intestine epithelium,H339,0.836692976
Trmt10b,unknown,28-Small intestine epithelium,H339,0.65259183
Rpusd4,unknown,28-Small intestine epithelium,H339,0.11961972
Elp3,unknown,28-Small intestine epithelium,H339,1.096700019
Tprkb,unknown,28-Small intestine epithelium,H339,0.150584278
Trmt112,unknown,28-Small intestine epithelium,H339,0.02322425
Ythdc1-1,unknown,28-Small intestine epithelium,H339,0.440348323
Tgs1,unknown,28-Small intestine epithelium,H339,0.103330613
Mettl3-1,unknown,28-Small intestine epithelium,H339,0.16660623
Alkbh3-2,unknown,28-Small intestine epithelium,H339,0.595604071
NC5,control,28-Small intestine epithelium,H339,0.890213251
Ythdf1-2,unknown,28-Small intestine epithelium,H339,0.429460816
Mettl1,unknown,28-Small intestine epithelium,H339,0.122321742
Fto-1,unknown,28-Small intestine epithelium,H339,0.371134353
Nfs1,unknown,28-Small intestine epithelium,H339,0.014456547
Gon7-1,unknown,28-Small intestine epithelium,H339,0.06935494
Cmtr1,unknown,28-Small intestine epithelium,H339,0.216975743
Bcdin3d,unknown,28-Small intestine epithelium,H339,0.872848948
Txn1,unknown,28-Small intestine epithelium,H339,0.004646057
NC6,control,28-Small intestine epithelium,H339,1.068277419
Mepce,unknown,28-Small intestine epithelium,H339,0.249460858
Mettl2,unknown,28-Small intestine epithelium,H339,0.818526955
Iscu,unknown,28-Small intestine epithelium,H339,0.013682453
Trmt61b,unknown,28-Small intestine epithelium,H339,0.799798014
Alkbh8,unknown,28-Small intestine epithelium,H339,0.754448095
Mrm3,unknown,28-Small intestine epithelium,H339,0.394967034
Elp1,unknown,28-Small intestine epithelium,H339,0.934660066
Bud23,unknown,28-Small intestine epithelium,H339,0.107647682
Hsd17b10,unknown,28-Small intestine epithelium,H339,0.003493711
NC7,control,28-Small intestine epithelium,H339,0.906769735
Adat3,unknown,28-Small intestine epithelium,H339,0.11220559
Trdmt1,unknown,28-Small intestine epithelium,H339,0.735214379
Gon7-2,unknown,28-Small intestine epithelium,H339,0.582080121
Mettl6,unknown,28-Small intestine epithelium,H339,0.461355352
Thumpd1,unknown,28-Small intestine epithelium,H339,0.651509892
Wdr4,unknown,28-Small intestine epithelium,H339,0.180923876
Alkbh5,unknown,28-Small intestine epithelium,H339,0.326223047
Trmt61a,unknown,28-Small intestine epithelium,H339,0.019324962
Trit1,unknown,28-Small intestine epithelium,H339,0.011704099
NC8,control,28-Small intestine epithelium,H339,0.985157159
Ythdc1-2,unknown,28-Small intestine epithelium,H339,0.599582666
Tfb1m,unknown,28-Small intestine epithelium,H339,0.089252176
Trmt6,unknown,28-Small intestine epithelium,H339,0.01936954
Trmt10a,unknown,28-Small intestine epithelium,H339,0.490270281
Pus3,unknown,28-Small intestine epithelium,H339,1.28743397
Urm1,unknown,28-Small intestine epithelium,H339,0.92262897
Alkbh3-1,unknown,28-Small intestine epithelium,H339,0.616691898
Qtrt2,unknown,28-Small intestine epithelium,H339,0.751030641
Mettl16,unknown,28-Small intestine epithelium,H339,0.008721763
Snu13,unknown,42-Spermatogonia,I53,0.310256673
Polr2a,positive control,42-Spermatogonia,I53,0.00359967
Trp53rkb,unknown,42-Spermatogonia,I53,0.246671224
Fbl,unknown,42-Spermatogonia,I53,0.025747679
Tyw5,unknown,42-Spermatogonia,I53,0.378930262
Trmu,unknown,42-Spermatogonia,I53,0.008005618
Ftsj1,unknown,42-Spermatogonia,I53,0.432568635
Mrm1,unknown,42-Spermatogonia,I53,0.22470246
NC1,control,42-Spermatogonia,I53,0.672580474
Cmtr2,unknown,42-Spermatogonia,I53,0.016840755
Ythdf1-1,unknown,42-Spermatogonia,I53,1.178150821
Fto-2,unknown,42-Spermatogonia,I53,0.491711479
Lage3,unknown,42-Spermatogonia,I53,0.414078597
Alkbh3-3,unknown,42-Spermatogonia,I53,0.363711002
Adat2,unknown,42-Spermatogonia,I53,0.269875136
Osgep,unknown,42-Spermatogonia,I53,0.001950797
Pus10,unknown,42-Spermatogonia,I53,0.363938513
Nsun2,unknown,42-Spermatogonia,I53,0.12890214
NC2,control,42-Spermatogonia,I53,1.085217391
Rnmt,unknown,42-Spermatogonia,I53,0.013768645
Pus7,unknown,42-Spermatogonia,I53,0.210846826
Mettl3-3,unknown,42-Spermatogonia,I53,0.029010989
Trmt5,unknown,42-Spermatogonia,I53,0.182481752
Mettl14,unknown,42-Spermatogonia,I53,0.01255814
Qtrt1,unknown,42-Spermatogonia,I53,0.085902424
Trmo,unknown,42-Spermatogonia,I53,0.394226735
Mrm2,unknown,42-Spermatogonia,I53,0.030310408
Dimt1,unknown,42-Spermatogonia,I53,0.107086614
NC3,control,42-Spermatogonia,I53,1.188389737
Nsun4,unknown,42-Spermatogonia,I53,0.052356021
Dcps,unknown,42-Spermatogonia,I53,0.100162167
Ctu1,unknown,42-Spermatogonia,I53,0.005303399
Trmt10c,unknown,42-Spermatogonia,I53,0.127948587
Mettl3-2,unknown,42-Spermatogonia,I53,0.015107584
Adat1,unknown,42-Spermatogonia,I53,0.754813426
Trp53rka,unknown,42-Spermatogonia,I53,0.104836193
Thg1l,unknown,42-Spermatogonia,I53,0.003278151
Cdkal1,unknown,42-Spermatogonia,I53,0.443136353
NC4,control,42-Spermatogonia,I53,1.072089762
Trmt10b,unknown,42-Spermatogonia,I53,0.172028194
Rpusd4,unknown,42-Spermatogonia,I53,0.046114432
Elp3,unknown,42-Spermatogonia,I53,0.102886248
Tprkb,unknown,42-Spermatogonia,I53,0.011312623
Trmt112,unknown,42-Spermatogonia,I53,0.007521546
Ythdc1-1,unknown,42-Spermatogonia,I53,0.001664355
Tgs1,unknown,42-Spermatogonia,I53,0.002512826
Mettl3-1,unknown,42-Spermatogonia,I53,0.029292474
Alkbh3-2,unknown,42-Spermatogonia,I53,0.011895737
NC5,control,42-Spermatogonia,I53,1.272426249
Ythdf1-2,unknown,42-Spermatogonia,I53,1.853103564
Mettl1,unknown,42-Spermatogonia,I53,0.013461538
Fto-1,unknown,42-Spermatogonia,I53,0.149435088
Nfs1,unknown,42-Spermatogonia,I53,0.004092304
Gon7-1,unknown,42-Spermatogonia,I53,0.064542154
Cmtr1,unknown,42-Spermatogonia,I53,0.002503129
Bcdin3d,unknown,42-Spermatogonia,I53,0.510980863
Txn1,unknown,42-Spermatogonia,I53,0.00236329
NC6,control,42-Spermatogonia,I53,0.823496503
Mepce,unknown,42-Spermatogonia,I53,0.181014977
Mettl2,unknown,42-Spermatogonia,I53,0.350411228
Iscu,unknown,42-Spermatogonia,I53,0.003187856
Trmt61b,unknown,42-Spermatogonia,I53,0.457485543
Alkbh8,unknown,42-Spermatogonia,I53,0.605139541
Mrm3,unknown,42-Spermatogonia,I53,0.295117738
Elp1,unknown,42-Spermatogonia,I53,0.517581097
Bud23,unknown,42-Spermatogonia,I53,0.004667142
