"Name","serial_number","order","gene","median_FC","median_reads","organ","sample","mouse_index"
"Pten-2","b",12,"Pten",3.86733607180892,12710,"Small intestine","A301-Small intestine","A301"
"Cd45-2","b",13,"Cd45",1.03043543021697,3459,"Small intestine","A301-Small intestine","A301"
"Trp53-3","c",14,"Trp53",2.29617468395994,4662,"Small intestine","A301-Small intestine","A301"
"Cd19-3","c",15,"Cd19",1.00139804274016,2507,"Small intestine","A301-Small intestine","A301"
"Kpnb1-3","c",16,"Kpnb1",0.210242988799444,5650,"Small intestine","A301-Small intestine","A301"
"Polr2a-3","c",17,"Polr2a",0.443058174960104,1018,"Small intestine","A301-Small intestine","A301"
"Pten-3","c",18,"Pten",4.27115117891817,8212,"Small intestine","A301-Small intestine","A301"
"Cd45-3","c",19,"Cd45",1.4925509970204,3256,"Small intestine","A301-Small intestine","A301"
"Trp53-4","d",20,"Trp53",3.05538461538462,5296,"Small intestine","A301-Small intestine","A301"
"Cd19-4","d",21,"Cd19",1.33566128328241,2040,"Small intestine","A301-Small intestine","A301"
"Kpnb1-4","d",22,"Kpnb1",0.125913968284114,221,"Small intestine","A301-Small intestine","A301"
"Polr2a-4","d",23,"Polr2a",0.248952221290863,297,"Small intestine","A301-Small intestine","A301"
"Pten-4","d",24,"Pten",4.8626320845341,5062,"Small intestine","A301-Small intestine","A301"
"Cd45-4","d",25,"Cd45",1.6259842519685,1652,"Small intestine","A301-Small intestine","A301"
"Trp53-5","e",26,"Trp53",1.76862255513941,2125,"Small intestine","A301-Small intestine","A301"
"Cd19-5","e",27,"Cd19",1.41835834068844,1607,"Small intestine","A301-Small intestine","A301"
"Kpnb1-5","e",28,"Kpnb1",0.284919116368064,273,"Small intestine","A301-Small intestine","A301"
"Polr2a-5","e",29,"Polr2a",0.228195937873357,191,"Small intestine","A301-Small intestine","A301"
"Pten-5","e",30,"Pten",3.77855096193205,3077,"Small intestine","A301-Small intestine","A301"
"Cd45-5","e",31,"Cd45",1.31262305841173,1000,"Small intestine","A301-Small intestine","A301"
"Trp53-6","f",32,"Trp53",6.23512336719884,3580,"Small intestine","A301-Small intestine","A301"
"Cd19-6","f",33,"Cd19",0.741188666205943,715,"Small intestine","A301-Small intestine","A301"
"Kpnb1-6","f",34,"Kpnb1",0.493880489560835,343,"Small intestine","A301-Small intestine","A301"
"Polr2a-6","f",35,"Polr2a",0.477453580901857,270,"Small intestine","A301-Small intestine","A301"
"Pten-6","f",36,"Pten",3.05546892403653,2286,"Small intestine","A301-Small intestine","A301"
"Cd45-6","f",37,"Cd45",1.0161038961039,652,"Small intestine","A301-Small intestine","A301"
"Trp53-7","g",38,"Trp53",1.91631982475356,1458,"Small intestine","A301-Small intestine","A301"
"Cd19-7","g",39,"Cd19",1.1238769398312,688,"Small intestine","A301-Small intestine","A301"
"Kpnb1-7","g",40,"Kpnb1",0.320509679000245,218,"Small intestine","A301-Small intestine","A301"
"Polr2a-7","g",41,"Polr2a",1.45974955277281,1088,"Small intestine","A301-Small intestine","A301"
"Pten-7","g",42,"Pten",4.09348659003831,2671,"Small intestine","A301-Small intestine","A301"
"Cd45-7","g",43,"Cd45",1.55371900826446,752,"Small intestine","A301-Small intestine","A301"
"Trp53-8","h",44,"Trp53",2.47376311844078,1100,"Small intestine","A301-Small intestine","A301"
"Cd19-8","h",45,"Cd19",0.82538770821367,479,"Small intestine","A301-Small intestine","A301"
"Kpnb1-8","h",46,"Kpnb1",0.318782309017806,185,"Small intestine","A301-Small intestine","A301"
"Polr2a-8","h",47,"Polr2a",1.08391123439667,521,"Small intestine","A301-Small intestine","A301"
"Pten-8","h",48,"Pten",3.6759941089838,1664,"Small intestine","A301-Small intestine","A301"
"Cd45-8","h",49,"Cd45",0.915654038598999,427,"Small intestine","A301-Small intestine","A301"
"Trp53-9","i",50,"Trp53",1.96232876712329,764,"Small intestine","A301-Small intestine","A301"
"Cd19-9","i",51,"Cd19",1.1573896353167,603,"Small intestine","A301-Small intestine","A301"
"Kpnb1-9","i",52,"Kpnb1",0.100371747211896,36,"Small intestine","A301-Small intestine","A301"
"Polr2a-9","i",53,"Polr2a",0.273624823695346,97,"Small intestine","A301-Small intestine","A301"
"Pten-9","i",54,"Pten",3.75568181818182,1322,"Small intestine","A301-Small intestine","A301"
"Cd45-9","i",55,"Cd45",1.90749414519906,543,"Small intestine","A301-Small intestine","A301"
"Trp53-10","j",56,"Trp53",1.15127175368139,430,"Small intestine","A301-Small intestine","A301"
"Cd19-10","j",57,"Cd19",0.890097932535365,409,"Small intestine","A301-Small intestine","A301"
"Kpnb1-10","j",58,"Kpnb1",0.135514018691589,58,"Small intestine","A301-Small intestine","A301"
"Polr2a-10","j",59,"Polr2a",0.242135367016206,127,"Small intestine","A301-Small intestine","A301"
"Pten-10","j",60,"Pten",4.94747081712062,2543,"Small intestine","A301-Small intestine","A301"
"Cd45-10","j",61,"Cd45",1.29535744802051,758,"Small intestine","A301-Small intestine","A301"
"Trp53-1","a",2,"Trp53",2.73668749224213,12026,"Testis","A301-Testis","A301"
"Cd19-1","a",3,"Cd19",2.24241677270638,61198,"Testis","A301-Testis","A301"
"Kpnb1-1","a",4,"Kpnb1",0.164678934162658,4111,"Testis","A301-Testis","A301"
"Polr2a-1","a",5,"Polr2a",0.3113724288505,4434,"Testis","A301-Testis","A301"
"Pten-1","a",6,"Pten",2.37407045895932,21448,"Testis","A301-Testis","A301"
"Cd45-1","a",7,"Cd45",1.26609986827925,9612,"Testis","A301-Testis","A301"
"Trp53-2","b",8,"Trp53",1.9251990212634,10157,"Testis","A301-Testis","A301"
"Cd19-2","b",9,"Cd19",0.953344405858372,4018,"Testis","A301-Testis","A301"
"Kpnb1-2","b",10,"Kpnb1",0.267720695054997,1290,"Testis","A301-Testis","A301"
"Polr2a-2","b",11,"Polr2a",0.208044823958308,773,"Testis","A301-Testis","A301"
"Pten-2","b",12,"Pten",3.2752586182988,10736,"Testis","A301-Testis","A301"
"Cd45-2","b",13,"Cd45",0.776663385564926,2654,"Testis","A301-Testis","A301"
"Trp53-3","c",14,"Trp53",1.64194750064974,3446,"Testis","A301-Testis","A301"
"Cd19-3","c",15,"Cd19",0.870972236736684,2273,"Testis","A301-Testis","A301"
"Kpnb1-3","c",16,"Kpnb1",0.164678934162658,4111,"Testis","A301-Testis","A301"
"Polr2a-3","c",17,"Polr2a",0.429618935450781,1028,"Testis","A301-Testis","A301"
"Pten-3","c",18,"Pten",3.76021344005336,8200,"Testis","A301-Testis","A301"
"Cd45-3","c",19,"Cd45",0.908572321637884,2114,"Testis","A301-Testis","A301"
"Trp53-4","d",20,"Trp53",1.2877485759968,2343,"Testis","A301-Testis","A301"
"Cd19-4","d",21,"Cd19",0.882735413220784,1407,"Testis","A301-Testis","A301"
"Kpnb1-4","d",22,"Kpnb1",0.118790496760259,215,"Testis","A301-Testis","A301"
"Polr2a-4","d",23,"Polr2a",0.19101607347876,242,"Testis","A301-Testis","A301"
"Pten-4","d",24,"Pten",3.34228024651314,3747,"Testis","A301-Testis","A301"
"Cd45-4","d",25,"Cd45",3.31845113911375,3615,"Testis","A301-Testis","A301"
"Trp53-5","e",26,"Trp53",1.00387736052273,1271,"Testis","A301-Testis","A301"
"Cd19-5","e",27,"Cd19",1.22338022010058,1526,"Testis","A301-Testis","A301"
"Kpnb1-5","e",28,"Kpnb1",0.281901732060799,290,"Testis","A301-Testis","A301"
"Polr2a-5","e",29,"Polr2a",0.225779967159277,200,"Testis","A301-Testis","A301"
"Pten-5","e",30,"Pten",3.16500099940036,2879,"Testis","A301-Testis","A301"
"Cd45-5","e",31,"Cd45",0.971375593927454,762,"Testis","A301-Testis","A301"
"Trp53-6","f",32,"Trp53",2.41048492791612,1672,"Testis","A301-Testis","A301"
"Cd19-6","f",33,"Cd19",0.903698464025869,813,"Testis","A301-Testis","A301"
"Kpnb1-6","f",34,"Kpnb1",0.217481789802289,152,"Testis","A301-Testis","A301"
"Polr2a-6","f",35,"Polr2a",0.406784841075795,242,"Testis","A301-Testis","A301"
"Pten-6","f",36,"Pten",2.39456727732154,1723,"Testis","A301-Testis","A301"
"Cd45-6","f",37,"Cd45",0.972882770129328,636,"Testis","A301-Testis","A301"
"Trp53-7","g",38,"Trp53",0.915188172043011,619,"Testis","A301-Testis","A301"
"Cd19-7","g",39,"Cd19",0.773946957878315,451,"Testis","A301-Testis","A301"
"Kpnb1-7","g",40,"Kpnb1",0.309880037740935,209,"Testis","A301-Testis","A301"
"Polr2a-7","g",41,"Polr2a",2.36451239881794,1673,"Testis","A301-Testis","A301"
"Pten-7","g",42,"Pten",2.8059880239521,1917,"Testis","A301-Testis","A301"
"Cd45-7","g",43,"Cd45",1.49138196368113,881,"Testis","A301-Testis","A301"
"Trp53-8","h",44,"Trp53",1.05894826123834,454,"Testis","A301-Testis","A301"
"Cd19-8","h",45,"Cd19",2.51153672145981,1514,"Testis","A301-Testis","A301"
"Kpnb1-8","h",46,"Kpnb1",0.433817659268721,247,"Testis","A301-Testis","A301"
"Polr2a-8","h",47,"Polr2a",1.18081244598099,621,"Testis","A301-Testis","A301"
"Pten-8","h",48,"Pten",4.88843052690793,2370,"Testis","A301-Testis","A301"
"Cd45-8","h",49,"Cd45",0.640365111561866,287,"Testis","A301-Testis","A301"
"Trp53-9","i",50,"Trp53",2.24557728119181,877,"Testis","A301-Testis","A301"
"Cd19-9","i",51,"Cd19",2.99466192170819,1377,"Testis","A301-Testis","A301"
"Kpnb1-9","i",52,"Kpnb1",0.363331737673528,138,"Testis","A301-Testis","A301"
"Polr2a-9","i",53,"Polr2a",0.215849056603774,78,"Testis","A301-Testis","A301"
"Pten-9","i",54,"Pten",2.6961866532865,977,"Testis","A301-Testis","A301"
"Cd45-9","i",55,"Cd45",1.34739598487053,421,"Testis","A301-Testis","A301"
"Trp53-10","j",56,"Trp53",2.34162605796358,830,"Testis","A301-Testis","A301"
"Cd19-10","j",57,"Cd19",0.760833333333333,332,"Testis","A301-Testis","A301"
"Kpnb1-10","j",58,"Kpnb1",0.249103139013453,101,"Testis","A301-Testis","A301"
"Polr2a-10","j",59,"Polr2a",0.300893189430592,147,"Testis","A301-Testis","A301"
"Pten-10","j",60,"Pten",3.19754795333201,1470,"Testis","A301-Testis","A301"
"Cd45-10","j",61,"Cd45",0.7957373988799,465,"Testis","A301-Testis","A301"
"Trp53-1","a",2,"Trp53",0.676365679455856,4414,"Testis","A123-Testis","A123"
"Cd19-1","a",3,"Cd19",1.09972005630506,34766,"Testis","A123-Testis","A123"
"Kpnb1-1","a",4,"Kpnb1",0.375112032206779,9975,"Testis","A123-Testis","A123"
"Polr2a-1","a",5,"Polr2a",0.530550666331406,8440,"Testis","A123-Testis","A123"
"Pten-1","a",6,"Pten",2.01883488205861,18829,"Testis","A123-Testis","A123"
"Cd45-1","a",7,"Cd45",1.04859374345074,8339,"Testis","A123-Testis","A123"
"Trp53-2","b",8,"Trp53",1.28241512211579,6969,"Testis","A123-Testis","A123"
"Cd19-2","b",9,"Cd19",0.941038335370946,4319,"Testis","A123-Testis","A123"
"Kpnb1-2","b",10,"Kpnb1",0.58870924993374,3085,"Testis","A123-Testis","A123"
"Polr2a-2","b",11,"Polr2a",0.308274987928537,1135,"Testis","A123-Testis","A123"
"Pten-2","b",12,"Pten",2.69966482716593,8860,"Testis","A123-Testis","A123"
"Cd45-2","b",13,"Cd45",1.1544437538844,3715,"Testis","A123-Testis","A123"
"Trp53-3","c",14,"Trp53",1.34522236900044,3055,"Testis","A123-Testis","A123"
"Cd19-3","c",15,"Cd19",0.912009754115017,2244,"Testis","A123-Testis","A123"
"Kpnb1-3","c",16,"Kpnb1",0.375112032206779,9975,"Testis","A123-Testis","A123"
"Polr2a-3","c",17,"Polr2a",0.668497171396786,1569,"Testis","A123-Testis","A123"
"Pten-3","c",18,"Pten",3.23239767915948,6871,"Testis","A123-Testis","A123"
"Cd45-3","c",19,"Cd45",1.08334005647438,2238,"Testis","A123-Testis","A123"
"Trp53-4","d",20,"Trp53",1.8789482297747,3827,"Testis","A123-Testis","A123"
"Cd19-4","d",21,"Cd19",0.946528803545052,1602,"Testis","A123-Testis","A123"
"Kpnb1-4","d",22,"Kpnb1",0.230451053771913,390,"Testis","A123-Testis","A123"
"Polr2a-4","d",23,"Polr2a",0.318801089918256,364,"Testis","A123-Testis","A123"
"Pten-4","d",24,"Pten",2.35297865562281,2462,"Testis","A123-Testis","A123"
"Cd45-4","d",25,"Cd45",1.12667261373773,1263,"Testis","A123-Testis","A123"
"Trp53-5","e",26,"Trp53",1.11524986170017,1344,"Testis","A123-Testis","A123"
"Cd19-5","e",27,"Cd19",1.10484677639356,1350,"Testis","A123-Testis","A123"
"Kpnb1-5","e",28,"Kpnb1",0.490664302731453,492,"Testis","A123-Testis","A123"
"Polr2a-5","e",29,"Polr2a",0.376015473887814,324,"Testis","A123-Testis","A123"
"Pten-5","e",30,"Pten",2.83196239717979,2410,"Testis","A123-Testis","A123"
"Cd45-5","e",31,"Cd45",1.14478471801092,839,"Testis","A123-Testis","A123"
"Trp53-6","f",32,"Trp53",1.85076380728555,1400,"Testis","A123-Testis","A123"
"Cd19-6","f",33,"Cd19",0.750506601166718,679,"Testis","A123-Testis","A123"
"Kpnb1-6","f",34,"Kpnb1",0.666666666666667,439,"Testis","A123-Testis","A123"
"Polr2a-6","f",35,"Polr2a",0.665884688261301,410,"Testis","A123-Testis","A123"
"Pten-6","f",36,"Pten",2.59090909090909,1862,"Testis","A123-Testis","A123"
"Cd45-6","f",37,"Cd45",1.57934803825883,899,"Testis","A123-Testis","A123"
"Trp53-7","g",38,"Trp53",1.02514438027543,641,"Testis","A123-Testis","A123"
"Cd19-7","g",39,"Cd19",1.18728762742355,660,"Testis","A123-Testis","A123"
"Kpnb1-7","g",40,"Kpnb1",0.728716015082358,408,"Testis","A123-Testis","A123"
"Polr2a-7","g",41,"Polr2a",1.1239261851734,785,"Testis","A123-Testis","A123"
"Pten-7","g",42,"Pten",3.29648417001924,2094,"Testis","A123-Testis","A123"
"Cd45-7","g",43,"Cd45",1.17742402315485,678,"Testis","A123-Testis","A123"
"Trp53-8","h",44,"Trp53",1.22960604854755,515,"Testis","A123-Testis","A123"
"Cd19-8","h",45,"Cd19",0.750632555524318,445,"Testis","A123-Testis","A123"
"Kpnb1-8","h",46,"Kpnb1",0.523374088153704,283,"Testis","A123-Testis","A123"
"Polr2a-8","h",47,"Polr2a",0.970059880239521,468,"Testis","A123-Testis","A123"
"Pten-8","h",48,"Pten",2.19785057620096,943,"Testis","A123-Testis","A123"
"Cd45-8","h",49,"Cd45",0.993464052287582,380,"Testis","A123-Testis","A123"
"Trp53-9","i",50,"Trp53",1.26263388143008,465,"Testis","A123-Testis","A123"
"Cd19-9","i",51,"Cd19",0.882433983926521,427,"Testis","A123-Testis","A123"
"Kpnb1-9","i",52,"Kpnb1",0.294302229562345,99,"Testis","A123-Testis","A123"
"Polr2a-9","i",53,"Polr2a",0.724059119305196,264,"Testis","A123-Testis","A123"
"Pten-9","i",54,"Pten",3.68196486195769,1141,"Testis","A123-Testis","A123"
"Cd45-9","i",55,"Cd45",1.74835207444746,501,"Testis","A123-Testis","A123"
"Trp53-10","j",56,"Trp53",1.25290023201856,360,"Testis","A123-Testis","A123"
"Cd19-10","j",57,"Cd19",1.21307714367651,470,"Testis","A123-Testis","A123"
"Kpnb1-10","j",58,"Kpnb1",0.268242548818088,116,"Testis","A123-Testis","A123"
"Polr2a-10","j",59,"Polr2a",0.530170728528607,226,"Testis","A123-Testis","A123"
"Pten-10","j",60,"Pten",3.48212888077224,1483,"Testis","A123-Testis","A123"
"Cd45-10","j",61,"Cd45",1.04801670146138,502,"Testis","A123-Testis","A123"
"Trp53-1","a",2,"Trp53",6.08244277273755,34253,"LN","A310-LN","A310"
"Cd19-1","a",3,"Cd19",0.771183302802354,28780,"LN","A310-LN","A310"
"Kpnb1-1","a",4,"Kpnb1",0.132688959381783,4046,"LN","A310-LN","A310"
"Polr2a-1","a",5,"Polr2a",0.116115824759022,2176,"LN","A310-LN","A310"
"Pten-1","a",6,"Pten",2.01681162198209,22957,"LN","A310-LN","A310"
"Cd45-1","a",7,"Cd45",2.49291375510013,24162,"LN","A310-LN","A310"
"Trp53-2","b",8,"Trp53",1.61619237336369,10326,"LN","A310-LN","A310"
"Cd19-2","b",9,"Cd19",0.938271604938272,4940,"LN","A310-LN","A310"
"Kpnb1-2","b",10,"Kpnb1",0.144341355728113,850,"LN","A310-LN","A310"
"Polr2a-2","b",11,"Polr2a",0.0977580758054595,419,"LN","A310-LN","A310"
"Pten-2","b",12,"Pten",2.47700937338549,9153,"LN","A310-LN","A310"
"Cd45-2","b",13,"Cd45",3.49733423443719,12702,"LN","A310-LN","A310"
"Trp53-3","c",14,"Trp53",3.08147784738471,7423,"LN","A310-LN","A310"
"Cd19-3","c",15,"Cd19",0.660751084181712,1953,"LN","A310-LN","A310"
"Kpnb1-3","c",16,"Kpnb1",0.132688959381783,4046,"LN","A310-LN","A310"
"Polr2a-3","c",17,"Polr2a",0.208705790905558,537,"LN","A310-LN","A310"
"Pten-3","c",18,"Pten",3.03357714025846,7277,"LN","A310-LN","A310"
"Cd45-3","c",19,"Cd45",5.4592748091603,13003,"LN","A310-LN","A310"
"Trp53-4","d",20,"Trp53",3.3849900376356,6950,"LN","A310-LN","A310"
"Cd19-4","d",21,"Cd19",1.01568342334857,1778,"LN","A310-LN","A310"
"Kpnb1-4","d",22,"Kpnb1",0.0665276329509906,116,"LN","A310-LN","A310"
"Polr2a-4","d",23,"Polr2a",0.120270464681341,152,"LN","A310-LN","A310"
"Pten-4","d",24,"Pten",2.94280762564991,3396,"LN","A310-LN","A310"
"Cd45-4","d",25,"Cd45",4.45655481700969,5059,"LN","A310-LN","A310"
"Trp53-5","e",26,"Trp53",2.37842178261187,2962,"LN","A310-LN","A310"
"Cd19-5","e",27,"Cd19",0.924190064794816,1167,"LN","A310-LN","A310"
"Kpnb1-5","e",28,"Kpnb1",0.225329533309583,230,"LN","A310-LN","A310"
"Polr2a-5","e",29,"Polr2a",0.157599225556631,148,"LN","A310-LN","A310"
"Pten-5","e",30,"Pten",2.95638557011948,2317,"LN","A310-LN","A310"
"Cd45-5","e",31,"Cd45",5.57335111542192,4179,"LN","A310-LN","A310"
"Trp53-6","f",32,"Trp53",5.54118447923758,3700,"LN","A310-LN","A310"
"Cd19-6","f",33,"Cd19",0.976011241593897,884,"LN","A310-LN","A310"
"Kpnb1-6","f",34,"Kpnb1",0.819541515236231,533,"LN","A310-LN","A310"
"Polr2a-6","f",35,"Polr2a",0.915328467153285,570,"LN","A310-LN","A310"
"Pten-6","f",36,"Pten",3.75127102072741,2616,"LN","A310-LN","A310"
"Cd45-6","f",37,"Cd45",4.79962222572013,2772,"LN","A310-LN","A310"
"Trp53-7","g",38,"Trp53",2.59499284692418,1649,"LN","A310-LN","A310"
"Cd19-7","g",39,"Cd19",1.6105852810508,758,"LN","A310-LN","A310"
"Kpnb1-7","g",40,"Kpnb1",0.379790940766551,218,"LN","A310-LN","A310"
"Polr2a-7","g",41,"Polr2a",1.70459304760575,1110,"LN","A310-LN","A310"
"Pten-7","g",42,"Pten",3.34352211016292,1959,"LN","A310-LN","A310"
"Cd45-7","g",43,"Cd45",4.47589424572317,2878,"LN","A310-LN","A310"
"Trp53-8","h",44,"Trp53",5.93079847908745,2127,"LN","A310-LN","A310"
"Cd19-8","h",45,"Cd19",0.922448979591837,452,"LN","A310-LN","A310"
"Kpnb1-8","h",46,"Kpnb1",0.510566037735849,246,"LN","A310-LN","A310"
"Polr2a-8","h",47,"Polr2a",0.69592819614711,289,"LN","A310-LN","A310"
"Pten-8","h",48,"Pten",3.20812299219826,1271,"LN","A310-LN","A310"
"Cd45-8","h",49,"Cd45",2.52723463687151,987,"LN","A310-LN","A310"
"Trp53-9","i",50,"Trp53",4.91442472810532,1561,"LN","A310-LN","A310"
"Cd19-9","i",51,"Cd19",1.48532783127006,589,"LN","A310-LN","A310"
"Kpnb1-9","i",52,"Kpnb1",0.110427461139896,31,"LN","A310-LN","A310"
"Polr2a-9","i",53,"Polr2a",0.328305519897304,93,"LN","A310-LN","A310"
"Pten-9","i",54,"Pten",3.93062827225131,1092,"LN","A310-LN","A310"
"Cd45-9","i",55,"Cd45",9.19841867469879,2221,"LN","A310-LN","A310"
"Trp53-10","j",56,"Trp53",0.572476423332169,149,"LN","A310-LN","A310"
"Cd19-10","j",57,"Cd19",1.28634639696587,370,"LN","A310-LN","A310"
"Kpnb1-10","j",58,"Kpnb1",0.163530778164925,64,"LN","A310-LN","A310"
"Polr2a-10","j",59,"Polr2a",0.298772525463568,104,"LN","A310-LN","A310"
"Pten-10","j",60,"Pten",6.34077342330651,2221,"LN","A310-LN","A310"
"Cd45-10","j",61,"Cd45",6.66919191919192,2641,"LN","A310-LN","A310"
"Trp53-1","a",2,"Trp53",12.2591050988554,66759,"Thymus","A310-Thymus","A310"
"Cd19-1","a",3,"Cd19",1.24882138684626,45429,"Thymus","A310-Thymus","A310"
"Kpnb1-1","a",4,"Kpnb1",0.552998171080738,16504,"Thymus","A310-Thymus","A310"
"Polr2a-1","a",5,"Polr2a",0.362710458953744,6707,"Thymus","A310-Thymus","A310"
"Pten-1","a",6,"Pten",11.2511958706309,126425,"Thymus","A310-Thymus","A310"
"Cd45-1","a",7,"Cd45",4.93766290371791,47202,"Thymus","A310-Thymus","A310"
"Trp53-2","b",8,"Trp53",2.4247246667018,15338,"Thymus","A310-Thymus","A310"
"Cd19-2","b",9,"Cd19",1.05124760076775,5477,"Thymus","A310-Thymus","A310"
"Kpnb1-2","b",10,"Kpnb1",0.229173808707576,1337,"Thymus","A310-Thymus","A310"
"Polr2a-2","b",11,"Polr2a",0.169152674736431,722,"Thymus","A310-Thymus","A310"
"Pten-2","b",12,"Pten",19.7298821816858,72287,"Thymus","A310-Thymus","A310"
"Cd45-2","b",13,"Cd45",2.79581370524215,10040,"Thymus","A310-Thymus","A310"
"Trp53-3","c",14,"Trp53",5.2128764278297,12550,"Thymus","A310-Thymus","A310"
"Cd19-3","c",15,"Cd19",1.66586477230917,4905,"Thymus","A310-Thymus","A310"
"Kpnb1-3","c",16,"Kpnb1",0.552998171080738,16504,"Thymus","A310-Thymus","A310"
"Polr2a-3","c",17,"Polr2a",0.389528382556074,987,"Thymus","A310-Thymus","A310"
"Pten-3","c",18,"Pten",24.0264733690514,57177,"Thymus","A310-Thymus","A310"
"Cd45-3","c",19,"Cd45",9.842194092827,23326,"Thymus","A310-Thymus","A310"
"Trp53-4","d",20,"Trp53",2.77808352217546,5721,"Thymus","A310-Thymus","A310"
"Cd19-4","d",21,"Cd19",1.81517398745009,3182,"Thymus","A310-Thymus","A310"
"Kpnb1-4","d",22,"Kpnb1",0.0861697544161999,150,"Thymus","A310-Thymus","A310"
"Polr2a-4","d",23,"Polr2a",0.250397456279809,315,"Thymus","A310-Thymus","A310"
"Pten-4","d",24,"Pten",14.9000853970965,17448,"Thymus","A310-Thymus","A310"
"Cd45-4","d",25,"Cd45",14.3264484378495,16011,"Thymus","A310-Thymus","A310"
"Trp53-5","e",26,"Trp53",6.55771933346718,8166,"Thymus","A310-Thymus","A310"
"Cd19-5","e",27,"Cd19",0.715221274062314,901,"Thymus","A310-Thymus","A310"
"Kpnb1-5","e",28,"Kpnb1",0.29875922471819,307,"Thymus","A310-Thymus","A310"
"Polr2a-5","e",29,"Polr2a",0.23423898707465,222,"Thymus","A310-Thymus","A310"
"Pten-5","e",30,"Pten",8.03835616438356,6357,"Thymus","A310-Thymus","A310"
"Cd45-5","e",31,"Cd45",8.93364146583031,6765,"Thymus","A310-Thymus","A310"
"Trp53-6","f",32,"Trp53",5.27031019202363,3568,"Thymus","A310-Thymus","A310"
"Cd19-6","f",33,"Cd19",3.40095918921365,3132,"Thymus","A310-Thymus","A310"
"Kpnb1-6","f",34,"Kpnb1",0.453686200378072,300,"Thymus","A310-Thymus","A310"
"Polr2a-6","f",35,"Polr2a",1.73788721207307,1094,"Thymus","A310-Thymus","A310"
"Pten-6","f",36,"Pten",27.4098898523553,19493,"Thymus","A310-Thymus","A310"
"Cd45-6","f",37,"Cd45",8.36290784201488,4870,"Thymus","A310-Thymus","A310"
"Trp53-7","g",38,"Trp53",4.94842225319985,3254,"Thymus","A310-Thymus","A310"
"Cd19-7","g",39,"Cd19",0.603906387471406,286,"Thymus","A310-Thymus","A310"
"Kpnb1-7","g",40,"Kpnb1",0.381661891117479,222,"Thymus","A310-Thymus","A310"
"Polr2a-7","g",41,"Polr2a",0.677880994225458,450,"Thymus","A310-Thymus","A310"
"Pten-7","g",42,"Pten",48.619624217119,29111,"Thymus","A310-Thymus","A310"
"Cd45-7","g",43,"Cd45",9.82021078735276,6600,"Thymus","A310-Thymus","A310"
"Trp53-8","h",44,"Trp53",0.938012762078396,343,"Thymus","A310-Thymus","A310"
"Cd19-8","h",45,"Cd19",0.812209688122097,408,"Thymus","A310-Thymus","A310"
"Kpnb1-8","h",46,"Kpnb1",0.203562340966921,100,"Thymus","A310-Thymus","A310"
"Polr2a-8","h",47,"Polr2a",0.586624951114587,250,"Thymus","A310-Thymus","A310"
"Pten-8","h",48,"Pten",17.5491616642517,7065,"Thymus","A310-Thymus","A310"
"Cd45-8","h",49,"Cd45",0.624089868941128,250,"Thymus","A310-Thymus","A310"
"Trp53-9","i",50,"Trp53",0.775849056603774,257,"Thymus","A310-Thymus","A310"
"Cd19-9","i",51,"Cd19",0.946908182386009,379,"Thymus","A310-Thymus","A310"
"Kpnb1-9","i",52,"Kpnb1",0.0742486741308191,21,"Thymus","A310-Thymus","A310"
"Polr2a-9","i",53,"Polr2a",0.518582541054451,150,"Thymus","A310-Thymus","A310"
"Pten-9","i",54,"Pten",53.0430733410943,15188,"Thymus","A310-Thymus","A310"
"Cd45-9","i",55,"Cd45",1.36078299021262,336,"Thymus","A310-Thymus","A310"
"Trp53-10","j",56,"Trp53",1.04364089775561,279,"Thymus","A310-Thymus","A310"
"Cd19-10","j",57,"Cd19",1.08651911468813,315,"Thymus","A310-Thymus","A310"
"Kpnb1-10","j",58,"Kpnb1",0.176795580110497,72,"Thymus","A310-Thymus","A310"
"Polr2a-10","j",59,"Polr2a",0.456189151599444,164,"Thymus","A310-Thymus","A310"
"Pten-10","j",60,"Pten",64.469474680549,22704,"Thymus","A310-Thymus","A310"
"Cd45-10","j",61,"Cd45",1.12715340442986,458,"Thymus","A310-Thymus","A310"
"Trp53-1","a",2,"Trp53",6.44389564819406,37545,"Small intestine","A310-Small intestine","A310"
